what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Oracle Corporation",1362148559721
java.specification.version,sysinfo,,,"1.7",1362148559721
java.vendor,sysinfo,,,"Oracle Corporation",1362148559721
java.version,sysinfo,,,"1.7.0_15",1362148559721
java.vm.info,sysinfo,,,"mixed mode",1362148559721
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362148559721
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362148559721
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1362148559721
java.vm.specification.version,sysinfo,,,"1.7",1362148559721
java.vm.vendor,sysinfo,,,"Oracle Corporation",1362148559721
java.vm.version,sysinfo,,,"23.7-b01",1362148559721
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1362148574462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1362148574467
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1362148574483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148581960
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1362148583998
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1362148584013
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1362148598327
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1362148598329
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1362148598442
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1362148598453
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1362148598455
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1362148598471
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1362148598478
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1362148598491
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1362148598493
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1362148598500
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1362148598513
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1362148598514
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1362148598522
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1362148598794
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1362148598798
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1362148598975
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1362148598990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148600217
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1362148600317
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1362148600318
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1362148600320
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362148600372
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1362148600408
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1362148600648
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1362148600670
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1362148600673
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362148604719
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1362148605692
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1362148605697
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1362148605719
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1362148605719
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1362148605828
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1362148605831
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362148605919
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1362148605922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148608030
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1362148613976
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1362148614121
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1362148614125
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1362148614318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148614425
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362148624589
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362148624655
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1362148624724
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1362148625223
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362148625779
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362148626081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362148626152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148635589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148750503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148759731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362148840606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362148875663
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1362148875800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362148989160
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1362149006710
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1362149006719
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1362149006723
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1362149006726
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1362149006729
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1362149006736
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1362149006740
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1362149006765
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1362149006766
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1362149006967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149010699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149015880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149054885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149055003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149058394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149070809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149071160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362149072665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362149073172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149083136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149097928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149106671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149106781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149106822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149113698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149114121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1362149137247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149169329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149173976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149192531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149192633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149194090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149197066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149197193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149198301
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149203159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149203851
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1362149211236
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1362149211266
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1362149211293
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1362149211331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149211625
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362149211772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149215765
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362149215790
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149215973
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362149218076
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149220837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149224876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149227977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149246242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149336456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362149356040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149361136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149361240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149362392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149365128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149442248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149452689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149453788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149500260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149505836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149506203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149507715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149511211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149515137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149516213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149555056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362149561597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362149567328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149575894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149580127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1362149581287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149582812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149583108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362149584430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362149584673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362149592526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149595973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149902215
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362149908587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149911654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149915969
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149916023
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362149916089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149958669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362149984537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150149501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150149595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1362150151546
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362150155692
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362150159343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362150173803
